row_index,title,field,value
1817,Process intensification of reactive extraction for hydrogen peroxide production in a rotating packed bed reactor,venue,unclear
1817,Process intensification of reactive extraction for hydrogen peroxide production in a rotating packed bed reactor,abstract,unclear
1817,Process intensification of reactive extraction for hydrogen peroxide production in a rotating packed bed reactor,open_access_pdf,unclear
1818,Adsorption of Reactive Red 2 from aqueous solutions using Fe3O4 nanoparticles prepared by co-precipitation in a rotating packed bed,venue,unclear
1818,Adsorption of Reactive Red 2 from aqueous solutions using Fe3O4 nanoparticles prepared by co-precipitation in a rotating packed bed,abstract,unclear
1818,Adsorption of Reactive Red 2 from aqueous solutions using Fe3O4 nanoparticles prepared by co-precipitation in a rotating packed bed,open_access_pdf,unclear
1820,"Synthesis of hierarchical ZSM-5 zeolite in a rotating packed bed: Mechanism, property and application",venue,unclear
1820,"Synthesis of hierarchical ZSM-5 zeolite in a rotating packed bed: Mechanism, property and application",open_access_pdf,unclear
1821,Recent developments of high-gravity (reactive) distillation in rotating packed beds,abstract,unclear
1823,Enhanced reactivity of copper nanoparticles mass-produced by reductive precipitation in a rotating packed bed with blade packings,venue,unclear
1824,Micromixing efficiency optimization of the premixer of a rotating packed bed by CFD,open_access_pdf,unclear
1825,Micromixing efficiency in a rotating packed bed with non-Newtonian fluid,open_access_pdf,unclear
1826,Simultaneous formation of nanoscale zero-valent iron and degradation of nitrobenzene in wastewater in an impinging stream-rotating packed bed reactor,venue,unclear
1826,Simultaneous formation of nanoscale zero-valent iron and degradation of nitrobenzene in wastewater in an impinging stream-rotating packed bed reactor,abstract,unclear
1826,Simultaneous formation of nanoscale zero-valent iron and degradation of nitrobenzene in wastewater in an impinging stream-rotating packed bed reactor,open_access_pdf,unclear
1827,Controlling Nucleation and Fabricating Nanoparticulate Formulation of Sorafenib Using a High-Gravity Rotating Packed Bed,venue,unclear
1827,Controlling Nucleation and Fabricating Nanoparticulate Formulation of Sorafenib Using a High-Gravity Rotating Packed Bed,abstract,unclear
1827,Controlling Nucleation and Fabricating Nanoparticulate Formulation of Sorafenib Using a High-Gravity Rotating Packed Bed,open_access_pdf,unclear
1828,Ozonation of CI Reactive Black 5 Using Rotating Packed Bed and Stirred Tank Reactor,venue,unclear
1828,Ozonation of CI Reactive Black 5 Using Rotating Packed Bed and Stirred Tank Reactor,abstract,unclear
1829,Scalable Preparation of Gd2O3:Yb3+/Er3+ Upconversion Nanophosphors in a High-Gravity Rotating Packed Bed Reactor for Transparent Upconversion Luminescent Films,venue,unclear
1829,Scalable Preparation of Gd2O3:Yb3+/Er3+ Upconversion Nanophosphors in a High-Gravity Rotating Packed Bed Reactor for Transparent Upconversion Luminescent Films,abstract,unclear
1829,Scalable Preparation of Gd2O3:Yb3+/Er3+ Upconversion Nanophosphors in a High-Gravity Rotating Packed Bed Reactor for Transparent Upconversion Luminescent Films,open_access_pdf,unclear
1831,A high-productivity process for mass-producing Fe3O4 nanoparticles by co-precipitation in a rotating packed bed,open_access_pdf,unclear
1832,Continuous preparation of Fe3O4 nanoparticles using impinging stream-rotating packed bed reactor and magnetic property thereof,venue,unclear
1832,Continuous preparation of Fe3O4 nanoparticles using impinging stream-rotating packed bed reactor and magnetic property thereof,abstract,unclear
1832,Continuous preparation of Fe3O4 nanoparticles using impinging stream-rotating packed bed reactor and magnetic property thereof,open_access_pdf,unclear
1833,Enhanced reactivity of nanoscale zero-valent iron prepared by a rotating packed bed with blade packings,venue,unclear
1833,Enhanced reactivity of nanoscale zero-valent iron prepared by a rotating packed bed with blade packings,abstract,unclear
1833,Enhanced reactivity of nanoscale zero-valent iron prepared by a rotating packed bed with blade packings,open_access_pdf,unclear
1834,CO 2 capture by amine-based aqueous solution containing atorvastatin functionalized mesocellular silica foam in a counter-current rotating packed bed: Central composite design modeling,venue,unclear
1834,CO 2 capture by amine-based aqueous solution containing atorvastatin functionalized mesocellular silica foam in a counter-current rotating packed bed: Central composite design modeling,abstract,unclear
1834,CO 2 capture by amine-based aqueous solution containing atorvastatin functionalized mesocellular silica foam in a counter-current rotating packed bed: Central composite design modeling,open_access_pdf,unclear
1835,Novel Cost-Effective Carbon Capture Process Using Phase Change Solvents and Rotating Packed Bed (Rpb) Columns –Study Through Process Modelling and Simulation,open_access_pdf,unclear
1836,Continuous preparation of nanoscale zero-valent iron using impinging stream-rotating packed bed reactor and their application in reduction of nitrobenzene,abstract,unclear
1836,Continuous preparation of nanoscale zero-valent iron using impinging stream-rotating packed bed reactor and their application in reduction of nitrobenzene,open_access_pdf,unclear
1837,Reactive mixing in rotating packed beds: On the packing’s role and mixing modeling,open_access_pdf,unclear
1838,Pressure drop and flooding in rotating packed beds,venue,unclear
1838,Pressure drop and flooding in rotating packed beds,open_access_pdf,unclear
1839,Computational Study of a Rotating Packed Bed Distillation Column,venue,unclear
1839,Computational Study of a Rotating Packed Bed Distillation Column,abstract,unclear
1839,Computational Study of a Rotating Packed Bed Distillation Column,open_access_pdf,unclear
1840,Computational fluid dynamic simulation of fluid flow in a rotating packed bed,venue,unclear
1840,Computational fluid dynamic simulation of fluid flow in a rotating packed bed,abstract,unclear
1840,Computational fluid dynamic simulation of fluid flow in a rotating packed bed,open_access_pdf,unclear
1841,Combined photolysis and catalytic ozonation of dimethyl phthalate in a high-gravity rotating packed bed.,abstract,unclear
1841,Combined photolysis and catalytic ozonation of dimethyl phthalate in a high-gravity rotating packed bed.,open_access_pdf,unclear
1842,Pt-catalyzed ozonation of aqueous phenol solution using high-gravity rotating packed bed.,abstract,unclear
1842,Pt-catalyzed ozonation of aqueous phenol solution using high-gravity rotating packed bed.,open_access_pdf,unclear
1843,Modeling of the Precipitation Process in a Rotating Packed Bed and Its Experimental Validation,venue,unclear
1843,Modeling of the Precipitation Process in a Rotating Packed Bed and Its Experimental Validation,abstract,unclear
1843,Modeling of the Precipitation Process in a Rotating Packed Bed and Its Experimental Validation,open_access_pdf,unclear
1844,Ozonation of Dyes and Textile Wastewater in a Rotating Packed Bed,abstract,unclear
1845,Characterization of micromixing efficiency in rotating packed beds by chemical methods,venue,unclear
1845,Characterization of micromixing efficiency in rotating packed beds by chemical methods,abstract,unclear
1845,Characterization of micromixing efficiency in rotating packed beds by chemical methods,open_access_pdf,unclear
1846,Modeling of Rotary Packed Beds for Reactive and Non-Reactive Systems,venue,unclear
1846,Modeling of Rotary Packed Beds for Reactive and Non-Reactive Systems,abstract,unclear
1847,Removal of heavy metal ions by magnetic chitosan nanoparticles prepared continuously via high-gravity reactive precipitation method.,abstract,unclear
1847,Removal of heavy metal ions by magnetic chitosan nanoparticles prepared continuously via high-gravity reactive precipitation method.,open_access_pdf,unclear
1848,Facile and scalable preparation of α-Fe2O3 nanoparticle by high-gravity reactive precipitation method for catalysis of solid propellants combustion,open_access_pdf,unclear
1849,CO 2 capture and mineralization using carbide slag doped fly ash,open_access_pdf,unclear
1851,Carbon dioxide sequestration of iron ore mining waste under low-reaction condition of a direct mineral carbonation process,abstract,unclear
1851,Carbon dioxide sequestration of iron ore mining waste under low-reaction condition of a direct mineral carbonation process,open_access_pdf,unclear
1852,Dual benefits of indirect mineral carbonation of titanium gypsum: waste gypsum recycling and carbon sequestration.,open_access_pdf,unclear
1855,Mechanochemical Activation of Argon Oxygen Decarburization Slags for Improved Mineral Carbonation,open_access_pdf,unclear
1856,Modeling and Feasibility Assessment of Mineral Carbonation Based on Biological pH Swing for Atmospheric CO2 Removal,open_access_pdf,unclear
1858,Ex-situ mineral carbonation – A parameter study on carbon mineralisation in an autoclave as part of a large-scale utilisation process,abstract,unclear
1860,"Two-step mineral carbonation using seawater-based industrial wastewater: an eco-friendly carbon capture, utilization, and storage process",venue,unclear
1860,"Two-step mineral carbonation using seawater-based industrial wastewater: an eco-friendly carbon capture, utilization, and storage process",abstract,unclear
1860,"Two-step mineral carbonation using seawater-based industrial wastewater: an eco-friendly carbon capture, utilization, and storage process",open_access_pdf,unclear
1861,Development of a nickel extraction-mineral carbonation process: Analysis of leaching mechanisms using regenerated acid,venue,unclear
1861,Development of a nickel extraction-mineral carbonation process: Analysis of leaching mechanisms using regenerated acid,open_access_pdf,unclear
1863,Experimental study of carbon dioxide capture and mineral carbonation using sodium hydroxide solution,open_access_pdf,unclear
1865,Process simulation and energy integration in the mineral carbonation of blast furnace slag,open_access_pdf,unclear
1866,The Mineral Carbonation Process of High Calcium Fly Ash under Elevated Carbon Dioxide Pressure and Temperature,venue,unclear
1867,Analysis of a reactive distillation process to recover tertiary amines and acid for use in a combined nickel extraction‐mineral carbonation process,open_access_pdf,unclear
1868,A combination process of mineral carbonation with SO2 disposal for simulated flue gas by magnesia-added seawater,abstract,unclear
1868,A combination process of mineral carbonation with SO2 disposal for simulated flue gas by magnesia-added seawater,open_access_pdf,unclear
1869,Process simulation of mineral carbonation of phosphogypsum with ammonia under increased CO2 pressure,venue,unclear
1869,Process simulation of mineral carbonation of phosphogypsum with ammonia under increased CO2 pressure,abstract,unclear
1869,Process simulation of mineral carbonation of phosphogypsum with ammonia under increased CO2 pressure,open_access_pdf,unclear
1870,“ACEME”: Synthesis and characterization of reactive silica residues from two stage mineral carbonation Process,open_access_pdf,unclear
1872,Influence of physicochemical properties of Brazilian serpentinites on the leaching process for indirect CO2 mineral carbonation,venue,unclear
1872,Influence of physicochemical properties of Brazilian serpentinites on the leaching process for indirect CO2 mineral carbonation,abstract,unclear
1873,"Critical review of methods, mechanisms, and feedstocks in mineral carbonation for enhanced carbon neutrality: From waste to climate solution.",open_access_pdf,unclear
1874,Amine-Assisted Simultaneous CO2 Absorption and Mineral Carbonation: Effect of Different Categories of Amines.,open_access_pdf,unclear
1875,A Review on Integrated Mineral Carbonation Process in Ultramafic Mine Deposit,venue,unclear
1877,Potential of major by-products from non-ferrous metal industries for CO_2 emission reduction by mineral carbonation: a review,abstract,unclear
1877,Potential of major by-products from non-ferrous metal industries for CO_2 emission reduction by mineral carbonation: a review,open_access_pdf,unclear
1878,Technical & economic evaluation of a mineral carbonation process using southern Québec mining wastes for CO2 sequestration of raw flue gas with by-product recovery,venue,unclear
1878,Technical & economic evaluation of a mineral carbonation process using southern Québec mining wastes for CO2 sequestration of raw flue gas with by-product recovery,abstract,unclear
1878,Technical & economic evaluation of a mineral carbonation process using southern Québec mining wastes for CO2 sequestration of raw flue gas with by-product recovery,open_access_pdf,unclear
1879,Mineral carbonation of Victorian brown coal fly ash using regenerative ammonium chloride - Process simulation and techno-economic analysis,venue,unclear
1879,Mineral carbonation of Victorian brown coal fly ash using regenerative ammonium chloride - Process simulation and techno-economic analysis,abstract,unclear
1879,Mineral carbonation of Victorian brown coal fly ash using regenerative ammonium chloride - Process simulation and techno-economic analysis,open_access_pdf,unclear
1880,Economic analysis on the application of mechanical activation in an integrated mineral carbonation process,venue,unclear
1881,Mineralogical and chemical characterization of mining waste and utilization for carbon sequestration through mineral carbonation,abstract,unclear
1881,Mineralogical and chemical characterization of mining waste and utilization for carbon sequestration through mineral carbonation,open_access_pdf,unclear
1882,A comprehensive review of direct aqueous mineral carbonation of industrial wastes using principal component analysis,open_access_pdf,unclear
1883,Catalytic Activity of Solution Additive Anions for Magnesite and Calcite Precipitation in Microwave‐Assisted Mineral Carbonation Experiments,open_access_pdf,unclear
1884,Integrated high-gravity process for HCl removal and CO2 capture using carbide slag slurry in a rotor-stator reactor: Experimental and modeling studies.,open_access_pdf,unclear
1887,Accelerated mass transfer of CO2 in reservoir brine due to density-driven natural convection at high pressures and elevated temperatures,venue,unclear
1887,Accelerated mass transfer of CO2 in reservoir brine due to density-driven natural convection at high pressures and elevated temperatures,abstract,unclear
1887,Accelerated mass transfer of CO2 in reservoir brine due to density-driven natural convection at high pressures and elevated temperatures,open_access_pdf,unclear
1888,Calculation of mass transfer in the remote cutting of metals by radiation of a high-power repetitively pulsed CO2 laser,venue,unclear
1888,Calculation of mass transfer in the remote cutting of metals by radiation of a high-power repetitively pulsed CO2 laser,abstract,unclear
1888,Calculation of mass transfer in the remote cutting of metals by radiation of a high-power repetitively pulsed CO2 laser,open_access_pdf,unclear
1890,Process intensification of high-gravity reactor for enviromental engineering: from fundamental to industrialization,venue,unclear
1890,Process intensification of high-gravity reactor for enviromental engineering: from fundamental to industrialization,abstract,unclear
1890,Process intensification of high-gravity reactor for enviromental engineering: from fundamental to industrialization,open_access_pdf,unclear
1891,Experimental and theoretical investigation of localized CO2 laser interaction with fused silica during the process of surface damage mitigation,venue,unclear
1892,Recent Advances in External Fields‐Enhanced Electrocatalysis,open_access_pdf,unclear
1893,The effect of interface movement and viscosity variation on the stability of a diffusive interface between aqueous and gaseous CO2,venue,unclear
1893,The effect of interface movement and viscosity variation on the stability of a diffusive interface between aqueous and gaseous CO2,abstract,unclear
1893,The effect of interface movement and viscosity variation on the stability of a diffusive interface between aqueous and gaseous CO2,open_access_pdf,unclear
1894,Measurement and Correlation of Diffusion Coefficients for CO2 and Rich-Gas Applications,venue,unclear
1894,Measurement and Correlation of Diffusion Coefficients for CO2 and Rich-Gas Applications,abstract,unclear
1894,Measurement and Correlation of Diffusion Coefficients for CO2 and Rich-Gas Applications,open_access_pdf,unclear
1895,Lattice Boltzmann investigation of thermal effect on convective mixing at the edge of solvent chamber in CO2-VAPEX process,venue,unclear
1895,Lattice Boltzmann investigation of thermal effect on convective mixing at the edge of solvent chamber in CO2-VAPEX process,abstract,unclear
1895,Lattice Boltzmann investigation of thermal effect on convective mixing at the edge of solvent chamber in CO2-VAPEX process,open_access_pdf,unclear
1896,Key issues and practical design for cooling wall of supercritical carbon dioxide coal-fired boiler,open_access_pdf,unclear
1897,Numerical study on laminar round jet of high density gases discharging into stagnant air.,venue,unclear
1897,Numerical study on laminar round jet of high density gases discharging into stagnant air.,abstract,unclear
1898,"Enhancing NOx removal in a high-gravity rotating packed bed with gaseous ClO2 oxidation-absorption: Kinetic, mass transfer, and cost analysis",abstract,unclear
1898,"Enhancing NOx removal in a high-gravity rotating packed bed with gaseous ClO2 oxidation-absorption: Kinetic, mass transfer, and cost analysis",open_access_pdf,unclear
1899,Mass transfer of acrylonitrile wastewater treatment by high gravity air stripping technology,venue,unclear
1899,Mass transfer of acrylonitrile wastewater treatment by high gravity air stripping technology,abstract,unclear
1899,Mass transfer of acrylonitrile wastewater treatment by high gravity air stripping technology,open_access_pdf,unclear
1900,Mass transfer intensification of CO2 absorption in monoethanolamine using high frequency ultrasonic technology in continuous system,venue,unclear
1900,Mass transfer intensification of CO2 absorption in monoethanolamine using high frequency ultrasonic technology in continuous system,open_access_pdf,unclear
1901,Intensification of ozone gas/liquid mass transfer and ozonation efficiency: A critical review.,open_access_pdf,unclear
1903,Strategies to improve the mass transfer in the CO2 capture process using immobilized carbonic anhydrase.,open_access_pdf,unclear
1904,Review on the mass transfer performance of CO2 absorption by amine-based solvents in low- and high-pressure absorption packed columns,venue,unclear
1905,Numerical simulation on mass transfer in the bone lacunar-canalicular system under different gravity fields,open_access_pdf,unclear
1906,Determination of mass transfer parameters and swelling factor of CO2-oil systems at high pressures,open_access_pdf,unclear
1907,Mass Transfer of CO2 in a Carbonated Water–Oil System at High Pressures,venue,unclear
1907,Mass Transfer of CO2 in a Carbonated Water–Oil System at High Pressures,abstract,unclear
1907,Mass Transfer of CO2 in a Carbonated Water–Oil System at High Pressures,open_access_pdf,unclear
1908,Quantitatively unveiling the effect of mass transfer on CO2RR through operando EXAFS and HERFD-XAFS,abstract,unclear
1908,Quantitatively unveiling the effect of mass transfer on CO2RR through operando EXAFS and HERFD-XAFS,open_access_pdf,unclear
1909,Research progress of gas-liquid mass transfer enhancement in high gravity field,venue,unclear
1909,Research progress of gas-liquid mass transfer enhancement in high gravity field,abstract,unclear
1909,Research progress of gas-liquid mass transfer enhancement in high gravity field,open_access_pdf,unclear
1910,Study on mass transfer in the bone lacunar-canalicular system under different gravity fields,abstract,unclear
1910,Study on mass transfer in the bone lacunar-canalicular system under different gravity fields,open_access_pdf,unclear
1911,ULTRASOUND-ENHANCED MINERAL CARBONATION,doi,unclear
1912,Iron and steel slag valorization through carbonation and supplementary processes,doi,unclear
1913,"CO_2 sequestration utilizing basic-oxygen furnace slag:Controlling factors,reaction mechanisms and V–Cr concerns",doi,unclear
1913,"CO_2 sequestration utilizing basic-oxygen furnace slag:Controlling factors,reaction mechanisms and V–Cr concerns",open_access_pdf,unclear
1914,The role of particle size distribution in CO2 sequestration by BOF slag,doi,unclear
1914,The role of particle size distribution in CO2 sequestration by BOF slag,open_access_pdf,unclear
1915,Calcium Extraction from unmilled BOF slag for Energy Efficient CO2 Sequestration using Graphical Analysis and Application for Acid Mine Drainage treatment,doi,unclear
1915,Calcium Extraction from unmilled BOF slag for Energy Efficient CO2 Sequestration using Graphical Analysis and Application for Acid Mine Drainage treatment,venue,unclear
1915,Calcium Extraction from unmilled BOF slag for Energy Efficient CO2 Sequestration using Graphical Analysis and Application for Acid Mine Drainage treatment,open_access_pdf,unclear
1916,Sequestration of Landfill Gas Emissions Using Basic Oxygen Furnace Slag,doi,unclear
1916,Sequestration of Landfill Gas Emissions Using Basic Oxygen Furnace Slag,open_access_pdf,unclear
1917,實驗探討轉爐石回收資源化:高溫還原改質與作為移除二氧化碳、磷與砷之介質,doi,unclear
1917,實驗探討轉爐石回收資源化:高溫還原改質與作為移除二氧化碳、磷與砷之介質,venue,unclear
1917,實驗探討轉爐石回收資源化:高溫還原改質與作為移除二氧化碳、磷與砷之介質,open_access_pdf,unclear
1918,實驗探討轉爐石回收資源化:高溫還原改質與作為移除二氧化碳、磷與砷之介質,doi,unclear
1918,實驗探討轉爐石回收資源化:高溫還原改質與作為移除二氧化碳、磷與砷之介質,venue,unclear
1918,實驗探討轉爐石回收資源化:高溫還原改質與作為移除二氧化碳、磷與砷之介質,open_access_pdf,unclear
1919,Carbonation of stainless steel slags at mild operating conditions,doi,unclear
1919,Carbonation of stainless steel slags at mild operating conditions,open_access_pdf,unclear
1920,Experimental and theoretical analysis for centrifuge concrete filled-steel tubular members subjected to bending-torsion,doi,unclear
1920,Experimental and theoretical analysis for centrifuge concrete filled-steel tubular members subjected to bending-torsion,open_access_pdf,unclear
1921,Experimental study on centrifuge concrete filled thin-walled steel tubular components under the action of torsion,doi,unclear
1921,Experimental study on centrifuge concrete filled thin-walled steel tubular components under the action of torsion,open_access_pdf,unclear
1922,Analysis on Bond Strength at the Interface of Centrifuge Concrete Filled Steel Tube,doi,unclear
1922,Analysis on Bond Strength at the Interface of Centrifuge Concrete Filled Steel Tube,venue,unclear
1922,Analysis on Bond Strength at the Interface of Centrifuge Concrete Filled Steel Tube,open_access_pdf,unclear
1923,Theoretical analysis of mechanical properties of centrifuge concrete-filled tube columns,doi,unclear
1923,Theoretical analysis of mechanical properties of centrifuge concrete-filled tube columns,open_access_pdf,unclear
1924,EQUIVALENT CONSTITUTIVE RELATIONSHIP FOR CENTRIFUGE CONCRETE-FILLED STEEL TUBULAR,doi,unclear
1924,EQUIVALENT CONSTITUTIVE RELATIONSHIP FOR CENTRIFUGE CONCRETE-FILLED STEEL TUBULAR,open_access_pdf,unclear
1925,Finite element analysis of load bearing capacities of centrifuge concrete filled steel tube on axial load,doi,unclear
1925,Finite element analysis of load bearing capacities of centrifuge concrete filled steel tube on axial load,open_access_pdf,unclear
1926,Study on the working mechanism and behavior of centrifuge concrete filled-steel tubular(CCFT) members subjected to torsion,doi,unclear
1926,Study on the working mechanism and behavior of centrifuge concrete filled-steel tubular(CCFT) members subjected to torsion,venue,unclear
1926,Study on the working mechanism and behavior of centrifuge concrete filled-steel tubular(CCFT) members subjected to torsion,open_access_pdf,unclear
1927,A Calculation Method of the Bearing Value of the Centrifuge Concrete Filled Thin-walled Steel Tubula under Torsionn un,doi,unclear
1927,A Calculation Method of the Bearing Value of the Centrifuge Concrete Filled Thin-walled Steel Tubula under Torsionn un,open_access_pdf,unclear
1928,Analysis on resistance on and after exposure to standard fire of short centrifuge concrete-filled steel tubular colunms,doi,unclear
1928,Analysis on resistance on and after exposure to standard fire of short centrifuge concrete-filled steel tubular colunms,open_access_pdf,unclear
1929,The Elastoplastic Torsion Rigidity Analysis of the Centrifuge Concrete Filled Thin-Walled Steel Tube,doi,unclear
1929,The Elastoplastic Torsion Rigidity Analysis of the Centrifuge Concrete Filled Thin-Walled Steel Tube,abstract,unclear
1929,The Elastoplastic Torsion Rigidity Analysis of the Centrifuge Concrete Filled Thin-Walled Steel Tube,open_access_pdf,unclear
1930,THE APPLICATION OF PRETENSIONED HIGH STRENGTH SPUN CONCRETE PIPE PILE FOUNDATION ON HIGH-RISE BUILDINGS,doi,unclear
1930,THE APPLICATION OF PRETENSIONED HIGH STRENGTH SPUN CONCRETE PIPE PILE FOUNDATION ON HIGH-RISE BUILDINGS,open_access_pdf,unclear
1931,Comparative analysis of prestressed hollow square piles and pipe piles,doi,unclear
1931,Comparative analysis of prestressed hollow square piles and pipe piles,venue,unclear
1931,Comparative analysis of prestressed hollow square piles and pipe piles,open_access_pdf,unclear
1932,Mechanical property and productive technology of precast thin-wall steel and spun concrete composite pile,doi,unclear
1932,Mechanical property and productive technology of precast thin-wall steel and spun concrete composite pile,open_access_pdf,unclear
1933,Flexural performance of combined pre-stressed TSC pile,doi,unclear
1933,Flexural performance of combined pre-stressed TSC pile,open_access_pdf,unclear
1934,Jacking Force Prediction: An Interface Friction Approach based on Pipe Surface Roughness,doi,unclear
1935,Flexural behaviour of spun-cast concrete-filled fibre reinforced polymer tubes for pole applications,doi,unclear
1936,Involuntary Cotenants: Eminent Domain and Energy and Communications Infrastructure Growth,doi,unclear
1937,Flexural and Shear Performance of Steel-encased Precast Spun Concrete Piles,doi,unclear
1937,Flexural and Shear Performance of Steel-encased Precast Spun Concrete Piles,abstract,unclear
1938,SC杭の曲げおよびせん断性能,doi,unclear
1938,SC杭の曲げおよびせん断性能,abstract,unclear
1939,Seismic Evaluation of Hollow Core Prestressed Concrete Bridge Column-Piles in Washington State,doi,unclear
1940,Research on Centrifugal Casting and Grouting Technique Applied in Subsea Pipeline with Concrete Weight Coat,doi,unclear
1940,Research on Centrifugal Casting and Grouting Technique Applied in Subsea Pipeline with Concrete Weight Coat,open_access_pdf,unclear
1941,"Spun Prestressed Concrete Poles--Past, Present, and Future",doi,unclear
1941,"Spun Prestressed Concrete Poles--Past, Present, and Future",open_access_pdf,unclear
1942,"Effects of Cement Chemistry, Admixtures, and Inhibitors on Corrosion Protection of Steel Pipelines by Internal Concrete Liners",doi,unclear
1942,"Effects of Cement Chemistry, Admixtures, and Inhibitors on Corrosion Protection of Steel Pipelines by Internal Concrete Liners",open_access_pdf,unclear
1943,Experiences in implementing the production of pre-stressed centrifugal casting concrete poles,doi,unclear
1943,Experiences in implementing the production of pre-stressed centrifugal casting concrete poles,abstract,unclear
1943,Experiences in implementing the production of pre-stressed centrifugal casting concrete poles,open_access_pdf,unclear
1944,Ultimate Shear Strength of Reinforced Concrete Columns using Half Orecast Square Tube Concrete Form made by Centrifugal Casting : Part2 Validity of the Wquation for the Ultimate Shear Strength,doi,unclear
1944,Ultimate Shear Strength of Reinforced Concrete Columns using Half Orecast Square Tube Concrete Form made by Centrifugal Casting : Part2 Validity of the Wquation for the Ultimate Shear Strength,abstract,unclear
1944,Ultimate Shear Strength of Reinforced Concrete Columns using Half Orecast Square Tube Concrete Form made by Centrifugal Casting : Part2 Validity of the Wquation for the Ultimate Shear Strength,open_access_pdf,unclear
1945,Centrifugal Casting Process and Rotating Vibration Phenomenon,doi,unclear
1945,Centrifugal Casting Process and Rotating Vibration Phenomenon,open_access_pdf,unclear
1946,Analysis on Current Technical Status of Subsea Pipeline with Concrete Weight Coat,doi,unclear
1946,Analysis on Current Technical Status of Subsea Pipeline with Concrete Weight Coat,venue,unclear
1946,Analysis on Current Technical Status of Subsea Pipeline with Concrete Weight Coat,open_access_pdf,unclear
1947,Discussion of Development for Centrifugal Casting Pipe of SG Iron in China,doi,unclear
1947,Discussion of Development for Centrifugal Casting Pipe of SG Iron in China,open_access_pdf,unclear
1948,Development of Centrifugal Casting Pipe of Spheroidal Graphite Cast Iron in China,doi,unclear
1948,Development of Centrifugal Casting Pipe of Spheroidal Graphite Cast Iron in China,venue,unclear
1948,Development of Centrifugal Casting Pipe of Spheroidal Graphite Cast Iron in China,open_access_pdf,unclear
1949,Research and application of key technology in prefabricated concrete piles with non-autoclave curing and non-redundant slurry,doi,unclear
1949,Research and application of key technology in prefabricated concrete piles with non-autoclave curing and non-redundant slurry,venue,unclear
1949,Research and application of key technology in prefabricated concrete piles with non-autoclave curing and non-redundant slurry,open_access_pdf,unclear
1950,Merkezkaç dökümlü beton direklerde oluşan rötre çatlaklarının sonlu elemanlar yöntemi kullanılarak incelenmesi.,doi,unclear
1950,Merkezkaç dökümlü beton direklerde oluşan rötre çatlaklarının sonlu elemanlar yöntemi kullanılarak incelenmesi.,open_access_pdf,unclear
1951,「圧縮・曲げ・せん断を受ける遠心成形ハーフプレキャスト角形管を用いた鉄筋コンクリート柱の終局強度」に対する討論,doi,unclear
1951,「圧縮・曲げ・せん断を受ける遠心成形ハーフプレキャスト角形管を用いた鉄筋コンクリート柱の終局強度」に対する討論,open_access_pdf,unclear
1952,고강도 콘크리트의 폭렬발생 메커니즘 규명,doi,unclear
1952,고강도 콘크리트의 폭렬발생 메커니즘 규명,open_access_pdf,unclear
1953,TSC 합성보와 CRC 합성기둥의 내진접합부 성능실험,doi,unclear
1953,TSC 합성보와 CRC 합성기둥의 내진접합부 성능실험,open_access_pdf,unclear
1954,Performance issues for high strength concrete in bridges,doi,unclear
1955,Механика разрушения и современные научные исследования строительных материалов,doi,unclear
1955,Механика разрушения и современные научные исследования строительных материалов,open_access_pdf,unclear
1956,Investigation of the end bearing performance of displacement piles in sand,doi,unclear
1957,"Centrifugally Formed Hume Pipes, Poles, and Prestressed Concrete Piles",doi,unclear
1957,"Centrifugally Formed Hume Pipes, Poles, and Prestressed Concrete Piles",abstract,unclear
1957,"Centrifugally Formed Hume Pipes, Poles, and Prestressed Concrete Piles",open_access_pdf,unclear
1958,"Conclusion: Capitalism, Resistance and What is to be Done?",doi,unclear
1959,"Plagiarism, Textual Borrowing, or Something else?: An L2 Student's Writing-from-sources Tasks",doi,unclear
1960,The transformation of the oil market: A study of financialisation through crises,doi,unclear
1961,Scripting the Spectacle:A Theory Tragedy,doi,unclear
1961,Scripting the Spectacle:A Theory Tragedy,venue,unclear
1962,"Reconstructing Ancient and Modern Land Use Decisions in the Copan Valley, Honduras:A GIS Landscape Archaeology Perspective",doi,unclear
1963,"Electromagnetic, gravitational wave, and static gravitational transmission through throat spacetimes: a constraint-wave asymmetry",doi,unclear
1964,"Dark Matter: Susan Howe, Muriel Rukeyser, and the Scholar's Art",doi,unclear
1965,"Isamu Noguchi and the Creation of a ""Universal"" Landscape",doi,unclear
1966,"Sharing the Earth, Dividing the Land",doi,unclear
1967,Cuerpo simbólico en Paul Klee,doi,unclear
1967,Cuerpo simbólico en Paul Klee,abstract,unclear
1967,Cuerpo simbólico en Paul Klee,open_access_pdf,unclear
1968,Novel domestic design and manufacturing of Pelton Turbine bucket : a key to manage and enhance Sub-Saharan Africa’s hydro energy potential.,doi,unclear
1968,Novel domestic design and manufacturing of Pelton Turbine bucket : a key to manage and enhance Sub-Saharan Africa’s hydro energy potential.,abstract,unclear
1969,Experimental and numerical investigations of axial pullout behavior of buried ductile iron pipe,doi,unclear
1970,Development of a two-tier prioritisationalgorithm for the replacement of water reticulation pipes,doi,unclear
1971,"Scenes, Seasons, and Spaces: Textual Modes of Address in Modern French, American, and Russian Literature",doi,unclear
1972,Research on Non-autoclaved Technology of PHC Pile Concrete,doi,unclear
1972,Research on Non-autoclaved Technology of PHC Pile Concrete,open_access_pdf,unclear
1973,Experimental Investigation of Cement Hydration in Gravity-Free Environment,doi,unclear
